dataset_id,node_id,target_bootstrap,branch_length,depth,n_leaves_subtree,subtree_fraction,subtree_balance,mean_child_branch_length,std_child_branch_length,taxa_count,alignment_length,gap_fraction_global,gc_mean_global,gc_std_global,variable_site_fraction_global,gap_fraction_clade,gc_mean_clade,gc_std_clade,mean_pairwise_pdist_clade
dt1,dt1_node_0,45.4,0.00889254203417354,0.00889254203417354,22.0,0.6875,0.0,0.019185994078804267,0.014369835021385837,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.3291152400584034,0.5215645839960245,0.03672095304603138,0.3639099745539052
dt1,dt1_node_1,99.9,0.0437883348561001,0.0437883348561001,3.0,0.09375,0.3333333333333333,0.049395116654666796,0.0162354754014804,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.25023342670401494,0.49893385971995835,0.03536995701313509,0.11641516877594382
dt1,dt1_node_2,30.4,0.00222356156793538,0.00222356156793538,7.0,0.21875,0.42857142857142855,0.013115761799979048,0.0027669043719109497,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.2832529589855322,0.5123821167932082,0.03678740024661489,0.2506063865360183
dt1,dt1_node_3,100.0,0.0335558291001901,0.042448371134363644,11.0,0.34375,0.6363636363636364,0.031143018914030977,0.024792526582504328,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.30629064681862,0.5139123386798938,0.03733913959476418,0.44415581228431367
dt1,dt1_node_4,42.4,0.00481615905741843,0.01370870109159197,11.0,0.34375,0.8181818181818182,0.047516091307924745,0.01859717609628845,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.35193983329818707,0.5292168293121552,0.03443155126891481,0.2154767968271178
dt1,dt1_node_5,100.0,0.0331596412531864,0.0769479761092865,2.0,0.0625,0.0,0.05792576854309695,0.0018871953073600484,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.1816059757236228,0.47401054567749845,0.0036105456774984668,0.09895513214505225
dt1,dt1_node_6,88.2,0.01588266617189,0.018106227739825377,2.0,0.0625,0.0,0.07882993416148384,0.035414829522703146,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.22644484585111302,0.5165507108595134,0.026824683462253113,0.253766851704996
dt1,dt1_node_7,60.699999999999996,0.0103488574280681,0.01257241899600348,5.0,0.15625,0.6,0.06519009642970292,0.05905940819600408,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.30597620423929983,0.5107146791666861,0.039963499192291356,0.22978204387378504
dt1,dt1_node_8,77.60000000000001,0.00635049233152665,0.048798863465890296,9.0,0.28125,0.5555555555555556,0.016017352172985066,0.012654013796500036,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.3410530252277375,0.520896444598341,0.03783283369074812,0.46335339029546585
dt1,dt1_node_9,100.0,0.0559355454965353,0.09838391663089895,2.0,0.0625,0.0,0.0066400344480027,0.0013910829328825803,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.14985994397759103,0.48248386204688193,0.004467502128681522,0.013027295285359801
dt1,dt1_node_10,93.2,0.0289189152116363,0.04262761630322827,10.0,0.3125,0.8,0.026829475298081256,0.024555633589871347,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.3373439987858759,0.5271617680573242,0.035463063188197905,0.1677528513983493
dt1,dt1_node_11,46.0,0.00613068823369883,0.01870310722970231,4.0,0.125,0.0,0.02856814044125105,0.00159609514988715,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.2757942515642975,0.5013819483068918,0.03950762278483176,0.2364619227630159
dt1,dt1_node_12,100.0,0.0286713659694851,0.0774702294353754,7.0,0.21875,0.7142857142857143,0.01193234392780027,0.006883572580687731,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.37397416047996757,0.5318483263115232,0.03549675019742812,0.4542043526240617
dt1,dt1_node_13,50.4,0.00336333837648503,0.05216220184237533,2.0,0.0625,0.0,0.04104432020890865,0.0002983719303105495,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.2258290518449323,0.482564858602203,0.011906885869541473,0.14329643296432965
dt1,dt1_node_14,8.9,0.00227384170820991,0.04490145801143818,9.0,0.28125,0.5555555555555556,0.005475223827401225,0.0016863743494150449,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.3197379631701142,0.5248299480472327,0.036646849033185,0.1740637693442625
dt1,dt1_node_15,99.8,0.0301642355911382,0.04886734282084051,2.0,0.0625,0.0,0.07416385320635821,0.010016914638361497,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.23086021181206845,0.5127523918986083,0.039591358101391666,0.3035143769968051
dt1,dt1_node_16,99.3,0.0269720452913639,0.04567515252106621,2.0,0.0625,0.0,0.08059479241939155,0.00017535605381024943,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.3207282913165266,0.4900115047151753,0.035995206694220655,0.13029661016949154
dt1,dt1_node_17,64.4,0.00504877134711254,0.08251900078248794,6.0,0.1875,0.6666666666666666,0.001381189604231865,0.001381189604231865,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.4258767944472948,0.541472449753882,0.028664546442810912,0.4676349365352793
dt1,dt1_node_18,20.7,0.00716159817681627,0.05206305618825445,2.0,0.0625,0.0,0.0562432695480901,0.0235719195324416,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.219187675070028,0.5048309178743962,0.028502415458937197,0.09669811320754718
dt1,dt1_node_19,13.3,0.00378884947798618,0.048690307489424364,7.0,0.21875,0.14285714285714285,0.004582319126642465,0.0015075777130811748,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.34846661691299596,0.5305439566680431,0.03671059956941752,0.18970627375327556
dt1,dt1_node_20,42.6,0.00276237920846373,0.08528137999095167,5.0,0.15625,0.6,0.004003517835110394,0.003785096647264176,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.4108634740914708,0.5389918924456791,0.030806955058408587,0.4730583508417573
dt1,dt1_node_21,43.9,0.00608989683972364,0.054780204329148006,3.0,0.09375,0.3333333333333333,0.02967543602271325,0.0012807000596747505,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.30336371405690304,0.5254555468389032,0.035797624949878114,0.2678205840783844
dt1,dt1_node_22,41.6,0.00307474141356129,0.05176504890298565,4.0,0.125,0.5,0.01980236401252625,0.009190700647297548,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.3822937940550656,0.534360264039898,0.036923347754072404,0.12239859977835688
dt1,dt1_node_23,24.4,0.000218421187846218,0.0854998011787979,4.0,0.125,0.5,0.005447819610336955,0.003585059937418005,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.38962976278240574,0.5355454211126546,0.033569998163787626,0.47102181555073214
dt1,dt1_node_24,100.0,0.030956136082388,0.08573634041153601,2.0,0.0625,0.0,0.00546702789361485,0.00546702789361485,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.2449615374719092,0.510002965991044,0.03472546851374836,0.3497536945812808
dt1,dt1_node_25,92.7,0.0106116633652287,0.062376712268214354,3.0,0.09375,0.3333333333333333,0.01545835284785391,0.00818255423728349,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.4935408072617184,0.5556272280754414,0.0029399164389205482,0.13814234277147522
dt1,dt1_node_26,44.9,0.00186275967291895,0.08736256085171684,3.0,0.09375,0.3333333333333333,0.000803356778602745,0.000803356778602745,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.49773635510914865,0.5549044433400795,0.0018724500566220906,0.46660482807705317
dt1,dt1_node_27,94.89999999999999,0.00727579861057042,0.06965251087878477,2.0,0.0625,0.0,0.0158707886500771,0.005083268187670201,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.49311233134075677,0.5536624487613616,0.0011762609160577142,0.17972350230414746
dt1,dt1_node_28,38.800000000000004,0.00160671355720549,0.08896927440892233,2.0,0.0625,0.0,0.00156154108368799,0.00156154108368799,32.0,2142.0,0.3125437675070028,0.5174342888945273,0.0372795562692959,0.8300993847610033,0.49754261896766294,0.5538519921129229,0.001391453579960955,0.4232209737827715
dt10,dt10_node_0,98.9,0.0382419470134935,0.0382419470134935,7.0,3.5,0.14285714285714285,0.07749318755638175,0.00119282678585525,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_1,79.2,0.0166620387390607,0.0166620387390607,5.0,2.5,0.2,0.097313772620658,0.016554077669146003,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_2,53.900000000000006,0.0110273916748438,0.0110273916748438,5.0,2.5,0.6,0.0790310982307017,0.0668395338984573,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_3,99.6,0.0763003607705265,0.11454230778402,4.0,2.0,0.5,3.96759372049832e-05,3.96759372049832e-05,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_4,99.7,0.078686014342237,0.1169279613557305,3.0,1.5,0.3333333333333333,0.0269953172340121,0.0017770067080589008,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_5,100.0,0.080759694951512,0.09742173369057269,2.0,1.0,0.0,0.04366644759171525,0.0013584557801780486,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_6,99.9,0.113867850289804,0.1305298890288647,3.0,1.5,0.3333333333333333,0.0015571933642042008,0.0008737205715074889,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_7,65.9,0.0121915643322444,0.0232189560070882,4.0,2.0,0.0,0.016293402040334023,0.012279871514980976,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_8,56.599999999999994,7.93518744099664e-05,0.11462165965842996,3.0,1.5,0.3333333333333333,6.9457776897449e-05,6.9457776897449e-05,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_9,95.7,0.028772323942071,0.1457002852978015,2.0,1.0,0.0,0.003053941984631345,0.0015389323605859051,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_10,63.1,0.00243091393571169,0.13296080296457638,2.0,1.0,0.0,0.000209871910841919,0.000209871910841919,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_11,93.7,0.028573273555315,0.0517922295624032,2.0,1.0,0.0,0.09373159271344375,0.0051447984979443445,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_12,39.800000000000004,0.00401353052535305,0.02723248653244125,2.0,1.0,0.0,0.13335485826306798,0.005513713195592004,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt10,dt10_node_13,40.8,0.000138915553794898,0.11476057521222487,2.0,1.0,0.0,0.001524080523220475,0.00011195851224651495,2.0,8.0,0.0625,0.20535714285714285,0.08035714285714285,0.8571428571428571,,,,
dt11,dt11_node_0,100.0,0.0475386345441915,0.0475386345441915,22.0,0.55,0.36363636363636365,0.0034734602490254698,0.0006729129998319398,40.0,1671.0,0.01484141232794734,0.4089765228245291,0.00640727914980203,0.9304973037747154,0.011317222280912344,0.4066369703964792,0.0021483534807021035,0.09375381327567349
dt11,dt11_node_1,60.099999999999994,0.00350487552770635,0.00350487552770635,5.0,0.125,0.6,0.036713117209081006,0.032376949486067494,40.0,1671.0,0.01484141232794734,0.4089765228245291,0.00640727914980203,0.9304973037747154,0.009761764686013625,0.4051022309735348,0.006460656242890021,0.5606978963357638
dt11,dt11_node_2,98.0,0.0138935132841976,0.0138935132841976,13.0,0.325,0.8461538461538461,0.032023130199435736,0.02985431559921276,40.0,1671.0,0.01484141232794734,0.4089765228245291,0.00640727914980203,0.9304973037747154,0.010527764496174229,0.41442587764545724,0.0075974715283301806,0.35299480826501933
dt11,dt11_node_3,97.0,0.00414637324885741,0.05168500779304891,15.0,0.375,0.2,0.001812064141957095,0.00045911939817430507,40.0,1671.0,0.01484141232794734,0.4089765228245291,0.00640727914980203,0.9304973037747154,0.011370436864153203,0.4061743341404359,0.0021992617584243304,0.013167300818632535
dt11,dt11_node_4,95.89999999999999,0.00280054724919353,0.05033918179338503,7.0,0.175,0.42857142857142855,0.0022583549026638752,0.00032895000808881505,40.0,1671.0,0.01484141232794734,0.4089765228245291,0.00640727914980203,0.9304973037747154,0.011203191031110504,0.40762833380228664,0.0016430772648672325,0.21875245333729007
dt11,dt11_node_5,65.60000000000001,0.00433616772301351,0.00784104325071986,4.0,0.1,0.5,0.031538460075562866,0.02284189946964833,40.0,1671.0,0.01484141232794734,0.4089765228245291,0.00640727914980203,0.9304973037747154,0.009489728461495333,0.4033918045609161,0.006127585682475055,0.48983215005315056
